file	scenario	workflow	method	feature_type	tile_size	distance	ndim	seed	filename	resolution	rds_file	clustering_file	long_method	snn_file	n_clusters
225	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed5/r0.1_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	5	r0.1_metrics.tsv	0.1	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed5/r0.1_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed5/r0.1.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	12
226	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed42/r0.1_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	42	r0.1_metrics.tsv	0.1	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed42/r0.1_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed42/r0.1.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	12
227	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed123/r0.1_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	123	r0.1_metrics.tsv	0.1	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed123/r0.1_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed123/r0.1.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	12
228	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed197/r0.1_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	197	r0.1_metrics.tsv	0.1	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed197/r0.1_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed197/r0.1.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	12
229	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed0/r0.15_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	0	r0.15_metrics.tsv	0.15	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed0/r0.15_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed0/r0.15.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	12
230	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed2/r0.15_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	2	r0.15_metrics.tsv	0.15	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed2/r0.15_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed2/r0.15.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	12
231	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed5/r0.15_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	5	r0.15_metrics.tsv	0.15	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed5/r0.15_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed5/r0.15.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	12
232	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed42/r0.15_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	42	r0.15_metrics.tsv	0.15	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed42/r0.15_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed42/r0.15.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	12
233	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed123/r0.15_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	123	r0.15_metrics.tsv	0.15	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed123/r0.15_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed123/r0.15.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	12
234	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed197/r0.15_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	197	r0.15_metrics.tsv	0.15	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed197/r0.15_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed197/r0.15.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	12
235	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed0/r0.2_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	0	r0.2_metrics.tsv	0.2	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed0/r0.2_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed0/r0.2.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	13
236	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed2/r0.2_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	2	r0.2_metrics.tsv	0.2	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed2/r0.2_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed2/r0.2.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	13
237	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed5/r0.2_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	5	r0.2_metrics.tsv	0.2	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed5/r0.2_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed5/r0.2.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	13
238	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed42/r0.2_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	42	r0.2_metrics.tsv	0.2	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed42/r0.2_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed42/r0.2.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	13
239	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed123/r0.2_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	123	r0.2_metrics.tsv	0.2	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed123/r0.2_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed123/r0.2.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	13
240	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed197/r0.2_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	197	r0.2_metrics.tsv	0.2	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed197/r0.2_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed197/r0.2.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	13
241	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed0/r0.25_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	0	r0.25_metrics.tsv	0.25	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed0/r0.25_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed0/r0.25.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	13
242	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed2/r0.25_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	2	r0.25_metrics.tsv	0.25	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed2/r0.25_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed2/r0.25.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	13
243	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed5/r0.25_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	5	r0.25_metrics.tsv	0.25	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed5/r0.25_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed5/r0.25.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	13
244	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed42/r0.25_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	42	r0.25_metrics.tsv	0.25	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed42/r0.25_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed42/r0.25.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	13
245	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed123/r0.25_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	123	r0.25_metrics.tsv	0.25	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed123/r0.25_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed123/r0.25.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	13
246	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed197/r0.25_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	197	r0.25_metrics.tsv	0.25	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed197/r0.25_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed197/r0.25.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	13
247	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed0/r0.3_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	0	r0.3_metrics.tsv	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed0/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed0/r0.3.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	13
248	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed2/r0.3_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	2	r0.3_metrics.tsv	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed2/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed2/r0.3.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	14
249	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed5/r0.3_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	5	r0.3_metrics.tsv	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed5/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed5/r0.3.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	14
250	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed42/r0.3_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	42	r0.3_metrics.tsv	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed42/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed42/r0.3.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	13
251	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed123/r0.3_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	123	r0.3_metrics.tsv	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed123/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed123/r0.3.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	13
252	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed197/r0.3_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	197	r0.3_metrics.tsv	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed197/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed197/r0.3.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	13
253	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed0/r0.35_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	0	r0.35_metrics.tsv	0.35	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed0/r0.35_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed0/r0.35.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	15
254	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed2/r0.35_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	2	r0.35_metrics.tsv	0.35	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed2/r0.35_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed2/r0.35.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	15
255	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed5/r0.35_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	5	r0.35_metrics.tsv	0.35	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed5/r0.35_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed5/r0.35.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	15
256	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed42/r0.35_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	42	r0.35_metrics.tsv	0.35	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed42/r0.35_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed42/r0.35.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	15
257	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed123/r0.35_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	123	r0.35_metrics.tsv	0.35	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed123/r0.35_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed123/r0.35.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	15
258	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed197/r0.35_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	197	r0.35_metrics.tsv	0.35	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed197/r0.35_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed197/r0.35.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	15
259	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed0/r0.45_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	0	r0.45_metrics.tsv	0.45	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed0/r0.45_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed0/r0.45.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	16
260	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed2/r0.45_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	2	r0.45_metrics.tsv	0.45	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed2/r0.45_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed2/r0.45.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	16
261	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed5/r0.45_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	5	r0.45_metrics.tsv	0.45	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed5/r0.45_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed5/r0.45.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	16
262	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed42/r0.45_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	42	r0.45_metrics.tsv	0.45	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed42/r0.45_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed42/r0.45.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	16
263	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed123/r0.45_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	123	r0.45_metrics.tsv	0.45	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed123/r0.45_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed123/r0.45.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	16
264	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed197/r0.45_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	197	r0.45_metrics.tsv	0.45	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed197/r0.45_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed197/r0.45.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	16
265	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed0/r0.5_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	0	r0.5_metrics.tsv	0.5	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed0/r0.5_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed0/r0.5.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	17
266	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed2/r0.5_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	2	r0.5_metrics.tsv	0.5	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed2/r0.5_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed2/r0.5.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	17
267	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed5/r0.5_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	5	r0.5_metrics.tsv	0.5	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed5/r0.5_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed5/r0.5.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	18
268	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed42/r0.5_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	42	r0.5_metrics.tsv	0.5	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed42/r0.5_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed42/r0.5.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	16
269	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed123/r0.5_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	123	r0.5_metrics.tsv	0.5	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed123/r0.5_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed123/r0.5.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	17
270	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed197/r0.5_metrics.tsv	candidate1	evaluation	SnapATAC1	default	5000	default	15	197	r0.5_metrics.tsv	0.5	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed197/r0.5_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed197/r0.5.tsv	SnapATAC1	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	17
271	candidate1/evaluation/aggregation/default/0/default/15/seed0/r0.05_metrics.tsv	candidate1	evaluation	aggregation	default	0	default	15	0	r0.05_metrics.tsv	0.05	candidate1/evaluation/aggregation/default/0/default/15/seed0/r0.05_evaluation.RDS	candidate1/clustering/aggregation/default/0/default/15/seed0/r0.05.tsv	aggregation	candidate1/clustering/aggregation/default/0/default/15/sobj_SNN.RDS	11
272	candidate1/evaluation/aggregation/default/0/default/15/seed2/r0.05_metrics.tsv	candidate1	evaluation	aggregation	default	0	default	15	2	r0.05_metrics.tsv	0.05	candidate1/evaluation/aggregation/default/0/default/15/seed2/r0.05_evaluation.RDS	candidate1/clustering/aggregation/default/0/default/15/seed2/r0.05.tsv	aggregation	candidate1/clustering/aggregation/default/0/default/15/sobj_SNN.RDS	11
273	candidate1/evaluation/aggregation/default/0/default/15/seed5/r0.05_metrics.tsv	candidate1	evaluation	aggregation	default	0	default	15	5	r0.05_metrics.tsv	0.05	candidate1/evaluation/aggregation/default/0/default/15/seed5/r0.05_evaluation.RDS	candidate1/clustering/aggregation/default/0/default/15/seed5/r0.05.tsv	aggregation	candidate1/clustering/aggregation/default/0/default/15/sobj_SNN.RDS	11
274	candidate1/evaluation/aggregation/default/0/default/15/seed42/r0.05_metrics.tsv	candidate1	evaluation	aggregation	default	0	default	15	42	r0.05_metrics.tsv	0.05	candidate1/evaluation/aggregation/default/0/default/15/seed42/r0.05_evaluation.RDS	candidate1/clustering/aggregation/default/0/default/15/seed42/r0.05.tsv	aggregation	candidate1/clustering/aggregation/default/0/default/15/sobj_SNN.RDS	11
275	candidate1/evaluation/aggregation/default/0/default/15/seed123/r0.05_metrics.tsv	candidate1	evaluation	aggregation	default	0	default	15	123	r0.05_metrics.tsv	0.05	candidate1/evaluation/aggregation/default/0/default/15/seed123/r0.05_evaluation.RDS	candidate1/clustering/aggregation/default/0/default/15/seed123/r0.05.tsv	aggregation	candidate1/clustering/aggregation/default/0/default/15/sobj_SNN.RDS	11
276	candidate1/evaluation/aggregation/default/0/default/15/seed197/r0.05_metrics.tsv	candidate1	evaluation	aggregation	default	0	default	15	197	r0.05_metrics.tsv	0.05	candidate1/evaluation/aggregation/default/0/default/15/seed197/r0.05_evaluation.RDS	candidate1/clustering/aggregation/default/0/default/15/seed197/r0.05.tsv	aggregation	candidate1/clustering/aggregation/default/0/default/15/sobj_SNN.RDS	11
277	candidate1/evaluation/aggregation/default/0/default/15/seed0/r0.1_metrics.tsv	candidate1	evaluation	aggregation	default	0	default	15	0	r0.1_metrics.tsv	0.1	candidate1/evaluation/aggregation/default/0/default/15/seed0/r0.1_evaluation.RDS	candidate1/clustering/aggregation/default/0/default/15/seed0/r0.1.tsv	aggregation	candidate1/clustering/aggregation/default/0/default/15/sobj_SNN.RDS	12
278	candidate1/evaluation/aggregation/default/0/default/15/seed2/r0.1_metrics.tsv	candidate1	evaluation	aggregation	default	0	default	15	2	r0.1_metrics.tsv	0.1	candidate1/evaluation/aggregation/default/0/default/15/seed2/r0.1_evaluation.RDS	candidate1/clustering/aggregation/default/0/default/15/seed2/r0.1.tsv	aggregation	candidate1/clustering/aggregation/default/0/default/15/sobj_SNN.RDS	12
279	candidate1/evaluation/aggregation/default/0/default/15/seed5/r0.1_metrics.tsv	candidate1	evaluation	aggregation	default	0	default	15	5	r0.1_metrics.tsv	0.1	candidate1/evaluation/aggregation/default/0/default/15/seed5/r0.1_evaluation.RDS	candidate1/clustering/aggregation/default/0/default/15/seed5/r0.1.tsv	aggregation	candidate1/clustering/aggregation/default/0/default/15/sobj_SNN.RDS	12
280	candidate1/evaluation/aggregation/default/0/default/15/seed42/r0.1_metrics.tsv	candidate1	evaluation	aggregation	default	0	default	15	42	r0.1_metrics.tsv	0.1	candidate1/evaluation/aggregation/default/0/default/15/seed42/r0.1_evaluation.RDS	candidate1/clustering/aggregation/default/0/default/15/seed42/r0.1.tsv	aggregation	candidate1/clustering/aggregation/default/0/default/15/sobj_SNN.RDS	12
281	candidate1/evaluation/aggregation/default/0/default/15/seed123/r0.1_metrics.tsv	candidate1	evaluation	aggregation	default	0	default	15	123	r0.1_metrics.tsv	0.1	candidate1/evaluation/aggregation/default/0/default/15/seed123/r0.1_evaluation.RDS	candidate1/clustering/aggregation/default/0/default/15/seed123/r0.1.tsv	aggregation	candidate1/clustering/aggregation/default/0/default/15/sobj_SNN.RDS	12
282	candidate1/evaluation/aggregation/default/0/default/15/seed197/r0.1_metrics.tsv	candidate1	evaluation	aggregation	default	0	default	15	197	r0.1_metrics.tsv	0.1	candidate1/evaluation/aggregation/default/0/default/15/seed197/r0.1_evaluation.RDS	candidate1/clustering/aggregation/default/0/default/15/seed197/r0.1.tsv	aggregation	candidate1/clustering/aggregation/default/0/default/15/sobj_SNN.RDS	12
283	candidate1/evaluation/aggregation/default/0/default/15/seed0/r0.15_metrics.tsv	candidate1	evaluation	aggregation	default	0	default	15	0	r0.15_metrics.tsv	0.15	candidate1/evaluation/aggregation/default/0/default/15/seed0/r0.15_evaluation.RDS	candidate1/clustering/aggregation/default/0/default/15/seed0/r0.15.tsv	aggregation	candidate1/clustering/aggregation/default/0/default/15/sobj_SNN.RDS	12
284	candidate1/evaluation/aggregation/default/0/default/15/seed2/r0.15_metrics.tsv	candidate1	evaluation	aggregation	default	0	default	15	2	r0.15_metrics.tsv	0.15	candidate1/evaluation/aggregation/default/0/default/15/seed2/r0.15_evaluation.RDS	candidate1/clustering/aggregation/default/0/default/15/seed2/r0.15.tsv	aggregation	candidate1/clustering/aggregation/default/0/default/15/sobj_SNN.RDS	12
285	candidate1/evaluation/aggregation/default/0/default/15/seed5/r0.15_metrics.tsv	candidate1	evaluation	aggregation	default	0	default	15	5	r0.15_metrics.tsv	0.15	candidate1/evaluation/aggregation/default/0/default/15/seed5/r0.15_evaluation.RDS	candidate1/clustering/aggregation/default/0/default/15/seed5/r0.15.tsv	aggregation	candidate1/clustering/aggregation/default/0/default/15/sobj_SNN.RDS	12
286	candidate1/evaluation/aggregation/default/0/default/15/seed42/r0.15_metrics.tsv	candidate1	evaluation	aggregation	default	0	default	15	42	r0.15_metrics.tsv	0.15	candidate1/evaluation/aggregation/default/0/default/15/seed42/r0.15_evaluation.RDS	candidate1/clustering/aggregation/default/0/default/15/seed42/r0.15.tsv	aggregation	candidate1/clustering/aggregation/default/0/default/15/sobj_SNN.RDS	12
287	candidate1/evaluation/aggregation/default/0/default/15/seed123/r0.15_metrics.tsv	candidate1	evaluation	aggregation	default	0	default	15	123	r0.15_metrics.tsv	0.15	candidate1/evaluation/aggregation/default/0/default/15/seed123/r0.15_evaluation.RDS	candidate1/clustering/aggregation/default/0/default/15/seed123/r0.15.tsv	aggregation	candidate1/clustering/aggregation/default/0/default/15/sobj_SNN.RDS	12
288	candidate1/evaluation/aggregation/default/0/default/15/seed197/r0.15_metrics.tsv	candidate1	evaluation	aggregation	default	0	default	15	197	r0.15_metrics.tsv	0.15	candidate1/evaluation/aggregation/default/0/default/15/seed197/r0.15_evaluation.RDS	candidate1/clustering/aggregation/default/0/default/15/seed197/r0.15.tsv	aggregation	candidate1/clustering/aggregation/default/0/default/15/sobj_SNN.RDS	12
