n_clusters	metric	value	method	long_method	feature_type	tile_size	distance	ndim	resolution	rds_file	clustering_file	snn_file	seed
2201	13	AW	0.939524284363481	SnapATAC1	SnapATAC1	default	5000	default	15	0.25	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed123/r0.25_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed123/r0.25.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	123
2202	13	AV	0.980442440369475	SnapATAC1	SnapATAC1	default	5000	default	15	0.25	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed123/r0.25_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed123/r0.25.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	123
2203	13	AW2	0.95934244919143	SnapATAC1	SnapATAC1	default	5000	default	15	0.25	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed123/r0.25_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed123/r0.25.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	123
2204	13	AV2	0.95424563068029	SnapATAC1	SnapATAC1	default	5000	default	15	0.25	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed123/r0.25_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed123/r0.25.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	123
2205	13	ARI2	0.95678725227889	SnapATAC1	SnapATAC1	default	5000	default	15	0.25	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed123/r0.25_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed123/r0.25.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	123
2206	13	ARI	0.959589079550786	SnapATAC1	SnapATAC1	default	5000	default	15	0.25	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed197/r0.25_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed197/r0.25.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	197
2207	13	AMI	0.967621058963387	SnapATAC1	SnapATAC1	default	5000	default	15	0.25	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed197/r0.25_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed197/r0.25.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	197
2208	13	MI	2.32461713130115	SnapATAC1	SnapATAC1	default	5000	default	15	0.25	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed197/r0.25_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed197/r0.25.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	197
2209	13	VI	0.125527649953666	SnapATAC1	SnapATAC1	default	5000	default	15	0.25	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed197/r0.25_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed197/r0.25.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	197
2210	13	AW	0.939578446901739	SnapATAC1	SnapATAC1	default	5000	default	15	0.25	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed197/r0.25_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed197/r0.25.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	197
2211	13	AV	0.980470611360958	SnapATAC1	SnapATAC1	default	5000	default	15	0.25	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed197/r0.25_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed197/r0.25.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	197
2212	13	AW2	0.95937435709019	SnapATAC1	SnapATAC1	default	5000	default	15	0.25	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed197/r0.25_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed197/r0.25.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	197
2213	13	AV2	0.954236172034075	SnapATAC1	SnapATAC1	default	5000	default	15	0.25	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed197/r0.25_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed197/r0.25.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	197
2214	13	ARI2	0.956798366359685	SnapATAC1	SnapATAC1	default	5000	default	15	0.25	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed197/r0.25_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed197/r0.25.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	197
2215	13	ARI	0.959629475384762	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed0/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed0/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	0
2216	13	AMI	0.967769947410886	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed0/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed0/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	0
2217	13	MI	2.32499221611084	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed0/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed0/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	0
2218	13	VI	0.124796024509423	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed0/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed0/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	0
2219	13	AW	0.939604705462039	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed0/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed0/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	0
2220	13	AV	0.980526363967236	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed0/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed0/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	0
2221	13	AW2	0.95971532508867	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed0/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed0/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	0
2222	13	AV2	0.954326691378676	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed0/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed0/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	0
2223	13	ARI2	0.957013422879483	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed0/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed0/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	0
2224	14	ARI	0.909764331425837	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed2/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed2/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	2
2225	14	AMI	0.932899338751935	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed2/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed2/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	2
2226	14	MI	2.32381451177621	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed2/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed2/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	2
2227	14	VI	0.215528537377939	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed2/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed2/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	2
2228	14	AW	0.850575464612695	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed2/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed2/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	2
2229	14	AV	0.977806827967773	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed2/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed2/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	2
2230	14	AW2	0.918866987696876	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed2/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed2/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	2
2231	14	AV2	0.957770603807581	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed2/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed2/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	2
2232	14	ARI2	0.937915550247252	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed2/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed2/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	2
2233	14	ARI	0.921256628725755	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed5/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed5/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	5
2234	14	AMI	0.938635297403229	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed5/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed5/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	5
2235	14	MI	2.32499221611084	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed5/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed5/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	5
2236	14	VI	0.199231093594575	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed5/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed5/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	5
2237	14	AW	0.869830415518223	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed5/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed5/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	5
2238	14	AV	0.979145798495337	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed5/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed5/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	5
2239	14	AW2	0.928118818797957	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed5/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed5/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	5
2240	14	AV2	0.957589070565913	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed5/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed5/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	5
2241	14	ARI2	0.942623660939643	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed5/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed5/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	5
2242	13	ARI	0.959629475384762	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed42/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed42/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	42
2243	13	AMI	0.967769947410886	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed42/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed42/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	42
2244	13	MI	2.32499221611084	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed42/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed42/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	42
2245	13	VI	0.124796024509423	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed42/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed42/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	42
2246	13	AW	0.939604705462039	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed42/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed42/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	42
2247	13	AV	0.980526363967236	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed42/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed42/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	42
2248	13	AW2	0.95971532508867	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed42/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed42/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	42
2249	13	AV2	0.954326691378676	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed42/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed42/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	42
2250	13	ARI2	0.957013422879483	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed42/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed42/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	42
2251	13	ARI	0.959629475384762	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed123/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed123/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	123
2252	13	AMI	0.967769947410886	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed123/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed123/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	123
2253	13	MI	2.32499221611084	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed123/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed123/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	123
2254	13	VI	0.124796024509423	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed123/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed123/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	123
2255	13	AW	0.939604705462039	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed123/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed123/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	123
2256	13	AV	0.980526363967236	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed123/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed123/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	123
2257	13	AW2	0.95971532508867	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed123/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed123/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	123
2258	13	AV2	0.954326691378676	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed123/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed123/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	123
2259	13	ARI2	0.957013422879483	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed123/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed123/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	123
2260	13	ARI	0.958481349775439	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed197/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed197/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	197
2261	13	AMI	0.967117475156162	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed197/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed197/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	197
2262	13	MI	2.32386901818686	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed197/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed197/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	197
2263	13	VI	0.127499343282264	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed197/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed197/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	197
2264	13	AW	0.938152997146853	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed197/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed197/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	197
2265	13	AV	0.979710183608273	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed197/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed197/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	197
2266	13	AW2	0.958534595598099	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed197/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed197/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	197
2267	13	AV2	0.954501728119344	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed197/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed197/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	197
2268	13	ARI2	0.956513911019388	SnapATAC1	SnapATAC1	default	5000	default	15	0.3	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed197/r0.3_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed197/r0.3.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	197
2269	15	ARI	0.880841190731319	SnapATAC1	SnapATAC1	default	5000	default	15	0.35	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed0/r0.35_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed0/r0.35.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	0
2270	15	AMI	0.908927728207571	SnapATAC1	SnapATAC1	default	5000	default	15	0.35	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed0/r0.35_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed0/r0.35.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	0
2271	15	MI	2.32429693740451	SnapATAC1	SnapATAC1	default	5000	default	15	0.35	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed0/r0.35_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed0/r0.35.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	0
2272	15	VI	0.280649952211284	SnapATAC1	SnapATAC1	default	5000	default	15	0.35	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed0/r0.35_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed0/r0.35.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	0
2273	15	AW	0.802051503877494	SnapATAC1	SnapATAC1	default	5000	default	15	0.35	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed0/r0.35_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed0/r0.35.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	0
2274	15	AV	0.976797039570771	SnapATAC1	SnapATAC1	default	5000	default	15	0.35	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed0/r0.35_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed0/r0.35.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	0
2275	15	AW2	0.879836183892972	SnapATAC1	SnapATAC1	default	5000	default	15	0.35	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed0/r0.35_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed0/r0.35.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	0
2276	15	AV2	0.960629010524405	SnapATAC1	SnapATAC1	default	5000	default	15	0.35	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed0/r0.35_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed0/r0.35.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	0
2277	15	ARI2	0.918459273579724	SnapATAC1	SnapATAC1	default	5000	default	15	0.35	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed0/r0.35_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed0/r0.35.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	0
2278	15	ARI	0.881933278423403	SnapATAC1	SnapATAC1	default	5000	default	15	0.35	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed2/r0.35_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed2/r0.35.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	2
2279	15	AMI	0.909348406205853	SnapATAC1	SnapATAC1	default	5000	default	15	0.35	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed2/r0.35_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed2/r0.35.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	2
2280	15	MI	2.32499221611084	SnapATAC1	SnapATAC1	default	5000	default	15	0.35	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed2/r0.35_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed2/r0.35.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	2
2281	15	VI	0.278843121720435	SnapATAC1	SnapATAC1	default	5000	default	15	0.35	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed2/r0.35_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed2/r0.35.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	2
2282	15	AW	0.803313846760345	SnapATAC1	SnapATAC1	default	5000	default	15	0.35	candidate1/evaluation/SnapATAC1/default/5000/default/15/seed2/r0.35_evaluation.RDS	candidate1/clustering/SnapATAC1/default/5000/default/15/seed2/r0.35.tsv	candidate1/clustering/SnapATAC1/default/5000/default/15/sobj_SNN.RDS	2
